순번,학수번호,교과명,교수성명,점수,소속학과,구분,영역,outline,goal,keyword
94,12704003,경영학입문,전지홍,85.1,경영학부(경영학),교양,인문사회과학,"경영은 생산, 마케팅, 인사, 조직 등으로 구분된다. 본 강의는 학생들에게 졸업 후 경험할 경영환경,경영전략,의사 소통 등의 주제들을 포함하여 모든 기업의 활동을 전반적으로 소개하는데 그 의의가 있다. 또한, 국내 뿐만 아니라 세계의 기업발전 과정과 위상을 이해시키며, 기업의 경영이슈, 조직, 기업활동 등 전반적인 기업의 경영특성을 소개하여 경영에 대한 기초적 자질을 부여하고 자유경제 체제하에서의 경영에 대한 제반활동을 소개한다. 끝으로 경영 활동이나 기능 간의 상호관계를 이해시키며 각 기능의 세부활동을 개괄적으로 소개함으로써 경영에 대한 지식을 함양하도록 한다.",본 과목은 경영학의 기초 입문과목으로서 경영학을 이해하기 위한 기초이론 및 경영관리 프로세스를 소개하고 이를 기반으로 현대 사 회의 경영 이슈와 접목하여 기본적인 경영과 관련된 문제 해결능력을 배양하는데에 그 목표를 두고 있다.,
95,7752003,경제학원론,전수민,96.5,경영학부(경영학),교양,인문사회과학,"교양인으로서 갖추어야 할 기본적인 경제지식을 강의할 뿐만 아니라 가계와 기업, 국민경제와 관련된 제반 이론을 이해할 수 있는 기초를 제공하고자 한다.","경제학원론은 경제학을 처음으로 접하는 학생들을 위해 기본적인 경제이론을 설명하고, 이를 바탕으로 현실경제를 이해하며, 여기에서 생기는 경제문제를 해결할 수 있는 현실 적응능력을 모색하는데 있다. 즉, 경제주체인 가계(소비자), 기업(생산자), 정부가 시장의 균형가격을 통해 소비와 생산, 그리고 희소한 자원을 어떻게 각 용도에 최적으로 배분하고 효율적으로 사용할 수 있을지를 설명하하고, 국민경제(GDP), 물가, 실업, 통화량, 인플레이션 등에 관한 개념을 통해 현실경제를 이해하는데 도움을 주고자 한다.",
96,7752001,경제학원론,이경곤,92.2,경영학부(경영학),교양,인문사회과학,"경제학은 현대 사회를 이해하는데 가장 기본이 되는 학문이며 또한 다른 사회과학하고 밀접한 분야이다. 이 강의는 기본 경제 원리와 현실 경제 문제를 소개하고자 한다. 경제주체들인 가계와 기업이 어떤 원리에 의해서 어떻게 합리적으로 의사결정을 하고, 이들이 시장에서 어떻게 각자의 경제문제들을 해결하며, 그 결과 사회에서 경제적 자원이 어떻게 효율적으로 배분되는가를 살펴보고자 한다. 특히, 건조한 경제이론보다는 시사적인 주제와 그래프를 이용한 직관적인 방법을 사용해 주요개념들을 명확히 이해하는데 중점을 두며,이를 통해 전공과목에서요구되는 기초학습능력을 배양한다.","이 강의는 경영학을 전공하는 학생들을 대상으로 하며, 한 학기 동안 미시경제학와 거시경제학의 주요 주제와 개념, 그리고 그 응용사례를 학습한다. 구체적으로 이 강의의 목표는 1.경제학의 구성과 기초개념의 이해, 2.소비자와 생산자의 의사결정 방법, 3. 시장의 종류와 그에 따른 결과의 차이,그리고시장실패의 이해, 4.국민경제에서의 주요 거시경제변수의 이해, 5. 재정정책과 통화정책을 통한 경제안정화방법에 대해 배우게된다. 이를 통하여 수강생들의학문적 기초를 형성함과 동시에 현실경제분석의 이론적 기반을 형성하여, 경제학의 전반적인 이해와 이를 통한 현실 경제현상에 대해 스스로 생각하고 분석할 수 있어야 한다.",
97,7779003,경제학원론1,윤경수,97.8,경제학과,교양,인문사회과학,"본 교과목은 경제학의 입문 과정이자 기초적인 경제학 방법론을 다루는 과목이다. 특히 교역의 이득, 가격을 매개로 한 시장에서의 교역, 수요와 공급이 형성되는 원리, 경제적 후생과 정부 경제정책의 평가, 독과점의 문제점, 외부성과 공공재, 노동시장 등의 주제를 학습하게 된다. 엄밀한 이론 보다는 직관적 이해와 '경제학적 사고방식'의 습득에 초점을 맞추어 강의 진행할 예정이다.","본 교과목은 수강생들이 경제학에 흥미를 가지게 되고, 경제학적으로 사고하는 데에 익숙해지도록 하는 것을 최우선적 목표로 한다. 이를 위해 경제학에서 폭넓게 사용되는 방법들을 자세하게 설명할 것이며, 강의 및 과제를 통해 현실의 다양한 사례들을 강의시간에 배운 개념을 활용하여 분석하도록 유도할 계획이다.",
98,7779001,경제학원론1,한진희,90.4,경제학과,교양,인문사회과학,경제학은 인간의 물질적 욕구를 충족시키기 위하여 희소한 자원을 어떻게 활용할 것인가를 연구하는 학문이다. 다시 말해 경제학에서는 개별 경제주체의 합리적 의사결정 과정은 물론 이들 개별경제주체의 의사결정이 모여서 거래가 형성되는 시장과 국민 경제의 작동원리 및 결과를 탐구 한다. 일반적으로 경제학은 크게 두 부분으로 구분되는데 경제를 구성하는 가장 기본적인 의사결정 단위인 개인(소비자)과 기업(생산자)의 의사결정을 분석하고 개별 의사결정이 결집되어 자원배분이 이루어지는 시장에 대하여 논의하는 미시경제학과 분석의 수준을 국민경제로 확대하여 경제 전체의 단기적 변동과 장기적 성장의 원인과 결과를 논의하는 거시경제학이 그것이다.,"본 과목에서는 미시경제학의 입문에 해당하는 내용들을 다룬다. 다시 말해 다양한 경제 환경 하에서 개별 경제주체의 합리적 의사결정 원리 및 결과를 학습하고 개별 경제주체의 결정이 결집되어 최종적인 자원 배분이 이루어지는 시장의 작동 및 함의를 이해하는 것이 이 과목의 일차적인 목적이다. 또한 학습한 경제 원리를 바탕으로 현실의 다양한 경제적 문제의 원인을 파악하고, 그 문제와 관련되어 나타날 미래 상황에 대한 예측능력을 배양하는 것이 긍극적 목적임은 물론이다.",
99,7779002,경제학원론1,김주한,89.6,경제학과,교양,인문사회과학,본 강의는 경제학의 기본적인 개념을 정립하는데 주력한다.,본 강의는 경제학과 1학년을 대상으로 경제학의 기초 개념을 이해하도록 도움을 주고자 한다. 특히 이론적 내용보다는 경제적 개념을 실생활에서 이해하고 적용하는 방법을 통하여 경제이론의 기초를 확인한다.,
100,12705003,경제학입문,이재람,96.6,경영학부(글로벌경영학),교양,인문사회과학,본 수업은 경영학을 전공하는 학생들을 위한 경제학 입문 수업이다. 경제학의 중요개념들과 주요개념들이 탄생한 맥락을 간단히 소개하고 이러한 경제학의 개념과 방법들이 기업의 의사결정에 왜 중요한지 살펴보도록 한다.,1) 경영학을 전공하는 학생에게 필요한 경제학의 기본개념들과 기초논리를 이해한다. 2) 경제학적 사고방식을 기업의 의사결정에 응용할 수 있다.,
101,12705001,경제학입문,심형섭,90.8,경영학부(글로벌경영학),교양,인문사회과학,"이 과목은 경제학의 근본적인 원리와 이 원리들을 소비자, 회사, 정부의 의사결정에 적용하는 방법을 제시한다. 경제학에 대한 입문에 해당하는 과목이라서 나중에 배우는 고급 과목들에서처럼 수학을 응용하여 원리를 유도하기보다는 경제적인 개념들을 직관적으로 이해하는데 중점을 둔다.","과목을 수강한 후에 학생들은 사회적 경제적 현상을 기술하는 용어들을 이해하고 그 현상들을 일으키는 원리를 파악할 수 있다. - 미시경제 토픽들: 시장경제 (수요, 공급, 균형, 탄력성), 시장의 효율성과 복지 효과, 외부효과 (시장의 실패), 산업조직 및 회사의 행동양식 - 거시경제 토픽들: 거시경제 데이터 측정치들 (GDP, CPI), 장기적인 실물경제 (성장, 금융 시스템, 실업), Money and Prices in the Long Run (통화 시스템, 인플레이션)'",
102,13720001,과제기반한국어1,김진호,100,가천리버럴아츠칼리지,교양,인문사회과학,"과제기반 한국어1은 학습자가 실생활에서 마주할 수 있는 상호작용의 기회를 제공한 후, 한국어를 사용하여 주어진 과제를 수행함으로써 학습자들이 실제와 관련된 효과적인 언어학습을 할 수 있는 교과목이다. 말하기, 듣기, 읽기, 쓰기의 통합된 언어 기능 숙달에 이어 프로젝트 과제 수행을 준비한 후 자율적인 활동으로 수업이 진행된다. 본 교과목은 통합적이고 효과적인 언어학습과 더불어 대학의 수학 능력 향상과 사회 진출을 위한 준비 역할에 크게 기여할 수 있다.","한국 생활, 특히 대학 생활에서 부딪히는 문제 상황을 해결할 수 있다. 다양한 주제의 본문, 읽기 자료를 바탕으로 한국어 역량을 키울 수 있다. 대학 학습 과정에서 설명, 주장, 보고하는 말하기와 글쓰기를 할 수 있다. 전공 및 복수전공(부전공)의 기초 역량을 함양하는 데 도움을 받을 수 있다.",
103,11386001,국어,김진호,89.2,가천리버럴아츠칼리지,교양,인문사회과학,"본 강의는 경찰안보학과 2학년 학생을 중심으로 한 공무원 국어 관련 시험 대비를 위한 것이다. 다양한 국어의 영역 중 문학의 경우 학습자들의 주도적인 학습이 가능하나, 언어 관련(문법,발음,맞춤법,언어 예절 등) 내용은 원리와 개념 이해와 적응에 대한 체계적인 학습이 필요하다. 따라서 언어 관련 내용에 중점을 두어 강의한다.",9급 및 7급 공무원 국어 시험을 위한 내용 학습(언어 분야)과 관련하여 관련 개념을 이해하고 문제 풀이를 위한 응용력을 향상한다.,
104,11436001,기초독일어회화1,얀 디륵스,90.7,유럽어문학과,교양,인문사회과학,"독일어를 처음 배우는 학생들을 위한 이 강좌는 독일 문화/사회와 관련된 주제를 중심으로 독일어 기본 발음？문법？회화？청취를 처음부터 체계적으로 배우고 쉽게 응용할 수 있는 자연스러운 일상독일어를 효과적으로 연습하는 데 중점을 둔다. 수업의 특성: 원어민 교수의 지도하에 실생활에 쓰이는 실용독일어를 연습하는 수업이다. 수업언어: 독일어로 진행, 필요에 따라 한국어로 설명. 수준: 이 강의의 난이도는 독일어 학습을 처음으로 시작하는 학습자에게 적합하다.","이 강의를 수강한 후 학생들은 다음과 같은 능력을 성취할 수 있습니다. - 간단한 독일어 문장들을 이해하고 사용할 수 있다. - 스스로 또는 타인을 독일어로 소개하고, 그에 관한 기본적인 질문 및 대답을 할 수 있다. - 다른 사람들에게 신상에 관하여 (예를 들어 어디에서 사는지, 어떤 음식을 좋아하는지, 어떤 취미를 가지고 있는지 등) 독일어로 묻고 이런 종류의 질문에 답할 수 있다. - 독일어를 독립적으로 학습할 수 있는 다양한 방법을 개인적인 필요에 따라 활용할 수 있다.",
105,11431001,기초일본어회화1,이수향,98.4,동양어문학과,교양,인문사회과학,"일본어 말하기와 읽기, 쓰기에 대한 자신감을 키우는 수업이므로 가장 기본이 되는 문자와 발음을 철저히 외우고 시작하도록 합니다. 일본어의 문자와 발음부터 시작하여 간단한 일본어 회화를 배우는 수업으로서 일본어 말하기, 읽기, 쓰기에 대한 자신감을 키우기 위해 배운 문형을 활용하여 읽기, 쓰기를 하고 반복하여 말하는 연습을 합니다.","기초일본어회화1은 1학년을 대상으로 한 일본어 기초 다지기 수업입니다. 일본어 회화 실력을 향상시키기 위하여 먼저 문법 사항을 익히고 문형을 활용하여 읽기와 듣기, 말하기와 쓰기연습을 합니다.",
